,Titre,Description,URL,Vrai_ou_Faux,Date_Publication,Date_Maj,Auteurs,Site
646,"Ultra-connectés, irréels… Les médias dans l’œil des lecteurs","Dans le cadre de Médias et Citoyens, une grande consultation lancée par Bluenove avec neuf médias partenaires dont « 20 Minutes », les lecteurs nous racontent comment ils envisagent les médias en 2050",https://www.20minutes.fr/arts-stars/medias/2694739-20200116-ultra-connectes-irreels-medias-lecteurs,,le 16/01/20 à 21h05,le 16/01/20 à 21h05,Tr.L.,20minutes
647,"Les infos immanquables du jour : Pop star virtuelle, turbulences à Roissy et flambée des prix dans l'immobilier",Ce qu’il ne fallait pas rater dans l’actualité de ce jeudi 16 janvier 2020,https://www.20minutes.fr/societe/2696935-20200116-infos-immanquables-jour-pop-star-virtuelle-turbulences-roissy-flambee-prix,,le 16/01/20 à 19h30,le 16/01/20 à 19h31,Laurent Bainier,20minutes
648,Réforme des retraites : Les manuels jetés par des enseignants à Clermont-Ferrand étaient bien des ouvrages obsolètes,"Mardi, des enseignants ont lancé des manuels par-dessus les grilles du rectorat à Clermont-Ferrand. Le geste a suscité une polémique",https://www.20minutes.fr/societe/2696695-20200116-reforme-retraites-manuels-jetes-enseignants-clermont-ferrand-bien-ouvrages-perimes,,le 16/01/20 à 17h09,le 16/01/20 à 18h00,Mathilde Cousin,20minutes
649,"« Oh My Fake » : Incendies en Australie, la faute à qui ?",Les théories les plus fantaisistes ont circulé,https://www.20minutes.fr/societe/2695623-20200116-oh-my-fake-incendies-australie-faute,,le 16/01/20 à 09h05,le 19/06/20 à 15h48,Anne Kerloc'h,20minutes
650,"Ultra-connectés, irréels… Les médias dans l’œil des lecteurs","Dans le cadre de Médias et Citoyens, une grande consultation lancée par Bluenove avec neuf médias partenaires dont « 20 Minutes », les lecteurs nous racontent comment ils envisagent les médias en 2050",https://www.20minutes.fr/arts-stars/medias/2694723-20200115-ultra-connectes-irreels-medias-lecteurs,,le 15/01/20 à 21h05,le 16/01/20 à 14h58,Tr.L.,20minutes
651,Un policier a-t-il bien menacé de jeter une « grenade explosive » sur des manifestants ?,Une vidéo partagée sur Twitter prétend montrer un policier prêt à dégoupiller une « grenade explosive » alors qu’il est entouré de manifestants,https://www.20minutes.fr/societe/2695963-20200115-policier-bien-menace-jeter-grenade-explosive-manifestants,,le 15/01/20 à 19h16,le 15/01/20 à 19h16,Alexis Orsini,20minutes
652,"Incendies en Australie : Non, cette image ne montre pas un kangourou qui vient d'être sauvé",L'image est extraite d'une vidéo tournée en 2016,https://www.20minutes.fr/monde/2695867-20200115-incendies-australie-non-image-montre-kangourou-vient-etre-sauve,Faux,le 15/01/20 à 18h09,le 15/01/20 à 18h09,M.Co.,20minutes
653,"Réforme des retraites : Non, Aurore Bergé n’a pas dit que « les égoutiers peuvent faire un effort »",Une fausse citation sur la réforme des retraites est attribuée à tort à la députée LREM des Yvelines,https://www.20minutes.fr/politique/2695591-20200115-reforme-retraites-non-aurore-berge-dit-egoutiers-peuvent-faire-effort,Faux,le 15/01/20 à 16h50,le 15/01/20 à 16h50,M.Co.,20minutes
654,Ségolène Royal a-t-elle raison de parler de « licenciement » de son poste d’ambassadrice des pôles ?,L’ancienne ministre socialiste n’a pas du tout apprécié la lettre adressée par le gouvernement,https://www.20minutes.fr/politique/2695803-20200115-segolene-royal-raison-parler-licenciement-poste-ambassadrice-poles,,le 15/01/20 à 16h27,le 15/01/20 à 16h27,Nicolas Raffin,20minutes
655,"AUDIO. L’Etat  va‐t‐il faire payer un loyer à tous les propriétaires ? Faux, vous explique notre journaliste","Pour « Minute Papillon », le podcast original de « 20 Minutes », Mathilde Cousin, journaliste vérificatrice de faits, répond à une question de lecteurs",https://www.20minutes.fr/podcast/2695039-20200115-audio-etat-va-faire-payer-loyer-tous-proprietaires-faux-explique-journaliste,Faux,le 15/01/20 à 12h15,le 15/01/20 à 12h15,Anne-Laëtitia Béraud,20minutes
656,Les eurodéputés ont-ils le droit de déployer un drapeau dans l’hémicycle du Parlement européen ?,"Nigel Farage (Brexit Party) et Jordan Bardella (RN) se sont indignés lundi, d'avoir dû retirer des drapeaux aux couleurs de leur pays présents sur leur pupitre dans l’hémicycle du Parlement européen. Ce dernier explique avoir simplement fait appliquer le règlement intérieur",https://www.20minutes.fr/monde/2695031-20200114-eurodeputes-droit-deployer-drapeau-hemicycle-parlement-europeen,,le 14/01/20 à 18h42,le 14/01/20 à 18h42,Mathilde Cousin,20minutes
657,"Oui, un agent de la RATP a bien été blessé par un tir de carabine dans l'enceinte d'un dépôt de bus",Un post Facebook particulièrement diffusé par les internautes affirme qu’un agent de la RATP a été blessé à la tête par un tir de carabine à plomb alors qu’il se trouvait dans un dépôt de bus ce week-end,https://www.20minutes.fr/faits_divers/2694995-20200114-oui-agent-ratp-bien-blesse-tir-carabine-enceinte-depot-bus,vrai,le 14/01/20 à 18h00,le 14/01/20 à 18h00,Alexis Orsini,20minutes
658,"Tiphaine Auzière, la fille de Brigitte Macron, se défend d’être « l’avocate » et le « défenseur syndical » de la CFDT","« Je ne suis en aucune manière avocate à la CFDT », explique la belle-fille du président de la République à « 20 Minutes », confirmant une information de « Libération »",https://www.20minutes.fr/politique/2694091-20200113-tiphaine-auziere-fille-brigitte-macron-defend-etre-avocate-defenseur-syndical-cfdt,Faux,le 13/01/20 à 19h12,le 13/01/20 à 19h12,Mathilde Cousin,20minutes
659,"Municipales 2020 à Paris : « On fait tout pour que les Parisiens n’aient plus de voiture », cette déclaration d’Anne Hidalgo est-elle authentique ?","Une vidéo dans laquelle la maire de Paris lance : « On fait tout pour que les Parisiens n’aient plus de voiture » circule sur les réseaux sociaux. Si la citation est authentique, la vidéo a été tronquée",https://www.20minutes.fr/paris/2693867-20200113-municipales-2020-paris-fait-tout-parisiens-plus-voiture-declaration-anne-hidalgo-authentique,,le 13/01/20 à 18h09,le 13/01/20 à 18h56,Mathilde Cousin,20minutes
660,"Incendies en Australie : Non, ces photos ne montrent pas des dromadaires abattus cette semaine",Un post Facebook viral prétend montrer les photos de certains des 10.000 dromadaires qui devaient être abattus cette semaine en Australie,https://www.20minutes.fr/monde/2692483-20200111-incendies-australie-non-photos-montrent-dromadaires-abattus-semaine,Faux,le 11/01/20 à 15h40,le 11/01/20 à 15h40,Alexis Orsini,20minutes
661,"Feux en Australie, pénurie de carburant… Attention aux intox de la semaine",Soyez forts contre les fausses nouvelles,https://www.20minutes.fr/high-tech/2691991-20200111-feux-australie-penurie-carburant-attention-intox-semaine,Faux,le 11/01/20 à 11h35,le 11/01/20 à 11h35,A.O.,20minutes
662,"Non, Brigitte Macron n’œuvre pas pour les Pièces jaunes aux frais du contribuable",Un post Facebook viral sous-entend (à tort) que Brigitte Macron dépenserait d'importantes sommes d'argent public pour financer ses déplacements dans le cadre de l'Opération Pièces jaunes,https://www.20minutes.fr/politique/2691951-20200110-non-brigitte-macron-uvre-pieces-jaunes-frais-contribuable,Faux,le 10/01/20 à 17h11,le 10/01/20 à 17h11,Alexis Orsini,20minutes
663,« Vous avez la parole » : On a vérifié certaines affirmations de Jean-Michel Blanquer,"Le ministre de l'Education a avancé quelques affirmations erronées ou imprécises lors de son passage dans l'émission « Vous avez la parole », jeudi 8 janvier, sur France 2",https://www.20minutes.fr/politique/2691711-20200110-parole-verifie-certaines-affirmations-jean-michel-blanquer,Faux,le 10/01/20 à 14h45,le 10/01/20 à 14h45,Alexis Orsini,20minutes
664,L’Etat va faire payer un loyer à tous les propriétaires ? Pourquoi cette affirmation est erronée,Une mauvaise lecture d'un projet de loi suscite des inquiétudes chez les propriétaires. « 20 Minutes » fait le point sur ce texte,https://www.20minutes.fr/economie/2691043-20200110-etat-va-faire-payer-loyer-tous-proprietaires-pourquoi-affirmation-erronee,Faux,le 10/01/20 à 07h35,le 12/01/20 à 15h07,Mathilde Cousin,20minutes
665,"USA 2020: Facebook ne censurera pas les pubs politiques, même mensongères","Alors que Twitter a décidé de bannir les réclames politiques, Facebook persiste et signe",https://www.20minutes.fr/high-tech/2691311-20200109-usa-2020-facebook-censurera-pubs-politiques-mensongeres,,le 09/01/20 à 19h59,le 09/01/20 à 19h59,20 Minutes avec AFP,20minutes
666,"Oui, un manifestant a bien été matraqué à la tête par la police ce jeudi à Rouen","Une vidéo virale montrant un homme blessé au visage affirme qu’il a été blessé par la police à Rouen lors de la mobilisation de ce jeudi contre la réforme des retraites, ce que 20 Minutes a pu confirmer",https://www.20minutes.fr/societe/2691235-20200109-oui-manifestant-bien-matraque-tete-police-jeudi-rouen,vrai,le 09/01/20 à 19h16,le 10/01/20 à 10h39,Alexis Orsini,20minutes
667,« Oh My Fake » : Pourquoi les vaccins nous font si peur ? (et pourquoi il y a autant de fake news dessus),"Depuis ses débuts, la vaccination est propice aux rumeurs",https://www.20minutes.fr/societe/2691275-20200109-oh-my-fake-pourquoi-vaccins-font-si-peur-pourquoi-autant-fake-news-dessus,,le 09/01/20 à 18h44,le 19/06/20 à 15h48,Anne Kerloc'h,20minutes
668,"Non, la Finlande n’envisage pas d’adopter une semaine de quatre jours de travail",Une information erronée à propos d’une déclaration attribuée à la Première ministre finlandaise a beaucoup circulé ces derniers jours dans la presse et sur les réseaux sociaux,https://www.20minutes.fr/monde/2691215-20200109-non-finlande-envisage-adopter-semaine-quatre-jours-travail,Faux,le 09/01/20 à 17h55,le 09/01/20 à 19h06,A.O.,20minutes
669,"Après les attaques iraniennes en Irak, des images et des vidéos hors contexte circulent","D’anciennes images sont à nouveau partagées, laissant penser, à tort, qu’elles sont liées aux frappes iraniennes de ce mercredi. « 20 Minutes » revient sur quatre images et vidéos qui sont devenues virales",https://www.20minutes.fr/high-tech/2689955-20200108-apres-attaques-iraniennes-irak-images-videos-hors-contexte-circulent,,le 08/01/20 à 18h51,le 08/01/20 à 18h51,Mathilde Cousin,20minutes
670,"Non, les pompiers australiens n’ont pas affirmé que les incendies n’avaient « rien à voir » avec le réchauffement climatique","Sur Twitter, un message viral affirme (à tort) que les pompiers australiens ont nié tout lien entre les incendies et le réchauffement climatique",https://www.20minutes.fr/monde/2689515-20200107-non-pompiers-australiens-affirme-incendies-rien-voir-rechauffement-climatique,Faux,le 07/01/20 à 19h04,le 07/01/20 à 19h04,A.O.,20minutes
671,Australie : Le vrai du faux sur les images d'incendies qui circulent sur les réseaux sociaux,"« 20 Minutes » fait le point sur les nombreuses images qui prétendent montrer les incendies qui ravagent l’Australie (ou leurs conséquences), afin de trier le vrai du faux",https://www.20minutes.fr/high-tech/2689387-20200107-australie-vrai-faux-images-incendies-circulent-reseaux-sociaux,Faux,le 07/01/20 à 18h20,le 07/01/20 à 18h20,Mathilde Cousin et Alexis Orsini,20minutes
672,"Raffineries, réserves stratégiques… Le vrai du faux sur les risques de pénurie de carburant",On fait le point sur les différentes affirmations et rumeurs autour d’un risque de pénurie de carburant à partir de ce mardi,https://www.20minutes.fr/economie/2688591-20200106-raffineries-reserves-strategiques-vrai-faux-risques-penurie-carburant,Faux,le 06/01/20 à 18h52,le 07/01/20 à 15h28,Alexis Orsini,20minutes
673,"Oui, Rémi Gaillard a bien diffusé le véritable scanner d’une « gilet jaune » éborgnée",Un tweet viral de l'humoriste Rémi Gaillard montrant le scanner d'une « gilets jaune  » gravement blessée à la tête alimente (à tort) les soupçons de manipulation,https://www.20minutes.fr/societe/2688495-20200106-oui-remi-gaillard-bien-diffuse-veritable-scanner-gilet-jaune-eborgnee,vrai,le 06/01/20 à 17h20,le 06/01/20 à 17h20,Alexis Orsini,20minutes
674,Le CICE a-t-il coûté 40 milliards d’euros en 2019 ?,Ce montant est avancé sur les réseaux sociaux. « 20 Minutes » l’a vérifié,https://www.20minutes.fr/economie/2686715-20200104-cice-coute-40-milliards-euros-2019,,le 04/01/20 à 15h31,le 04/01/20 à 15h31,Mathilde Cousin,20minutes
675,"Koalas en Australie, médicaments génériques… Attention aux intox de la semaine",Soyez forts contre les fausses nouvelles,https://www.20minutes.fr/societe/2686755-20200104-koalas-australie-medicaments-generiques-attention-intox-semaine,Faux,le 04/01/20 à 11h35,le 04/01/20 à 11h35,Mathilde Cousin,20minutes
676,"Remboursement, substitution… Le vrai du faux sur les nouvelles règles des médicaments génériques","Les règles entourant la délivrance de médicaments génériques ont changé ce 1er janvier, suscitant des inquiétudes",https://www.20minutes.fr/sante/2686047-20200102-remboursement-substitution-vrai-faux-nouvelles-regles-medicaments-generiques,Faux,le 02/01/20 à 19h25,le 02/01/20 à 19h25,Alexis Orsini,20minutes
677,"Espagne : Attention à cette vidéo, qui ne met pas en scène une action de féministes dénudées",Une vidéo de femmes courant dénudées dans une rue espagnole est détournée pour faire croire à une action de militantes féministes,https://www.20minutes.fr/high-tech/2685903-20200102-espagne-attention-video-met-scene-action-feministes-denudees,Faux,le 02/01/20 à 16h02,le 02/01/20 à 16h02,M.Co.,20minutes
678,"« Oh My Fake » : Les rumeurs du Nouvel an, une tradition millénaire","Le passage à une nouvelle année suscite inquiétudes, projections et… rumeurs",https://www.20minutes.fr/societe/2685811-20200102-oh-my-fake-rumeurs-nouvel-an-tradition-millenaire,,le 02/01/20 à 10h52,le 19/06/20 à 15h49,Anne Kerloc'h,20minutes
679,"VIDEO. Les feux en Australie, responsables de la disparition d’un tiers des koalas ? Pourquoi cette affirmation est incomplète",Des propos tenus vendredi par la ministre australienne de l'Environnement ont été mal interprétés,https://www.20minutes.fr/planete/2685095-20191231-video-feux-australie-responsables-disparition-tiers-koalas-pourquoi-affirmation-incomplete,,le 31/12/19 à 16h53,le 31/12/19 à 16h53,Mathilde Cousin,20minutes
680,Faut-il vraiment dater un document officiel de 2020 en écrivant l'année en entier pour éviter les arnaques ?,Un message très diffusé sur les réseaux sociaux prétend fournir un bon conseil pour se prémunir de potentielles arnaques au moment de signer des documents datant de 2020,https://www.20minutes.fr/societe/2684655-20191230-faut-vraiment-dater-document-officiel-2020-ecrivant-annee-entier-eviter-arnaques,,le 30/12/19 à 18h00,le 30/12/19 à 18h00,Alexis Orsini,20minutes
681,"Macron et Noël, « Mein Kampf » sous le sapin... Attention aux intox de la semaine",Soyez forts contre les fausses nouvelles,https://www.20minutes.fr/high-tech/2683247-20191228-macron-noel-mein-kampf-sous-sapin-attention-intox-semaine,Faux,le 28/12/19 à 11h35,le 28/12/19 à 11h35,A.O.,20minutes
682,Attention à cette vidéo de violences policières (qui date de 2016),"Une vidéo de violences policières filmée en 2016 a ressurgi sur Twitter, où elle est présentée comme datant du 26 décembre 2019",https://www.20minutes.fr/societe/2683199-20191227-attention-video-violences-policieres-date-2016,Faux,le 27/12/19 à 16h14,le 27/12/19 à 16h14,Alexis Orsini,20minutes
683,"Non, un enfant n’a pas vraiment reçu « Mein Kampf » à la place de « Minecraft » à Noël","Une vidéo humoristique montrant un enfant découvrir, à Noël, « Mein Kampf », le livre d’Adolf Hitler, est prise au sérieux par certains internautes",https://www.20minutes.fr/societe/2683079-20191227-non-enfant-vraiment-recu-mein-kampf-place-minecraft-noel,Faux,le 27/12/19 à 12h04,le 27/12/19 à 12h04,Alexis Orsini,20minutes
684,« Oh My Fake » : Vous croyez que le père Noël a été inventé par Coca-Cola ? C’est normal (mais c’est faux),Notre nouvelle vidéo vous en apprend de belles sur le bonhomme à barbe blanche,https://www.20minutes.fr/societe/2682699-20191226-oh-my-fake-croyez-pere-noel-invente-coca-cola-normal-faux,Faux,le 26/12/19 à 17h02,le 19/06/20 à 16h03,Anne Kerloc'h,20minutes
685,Emmanuel Macron n’a-t-il vraiment jamais souhaité un « joyeux Noël » aux Français depuis son élection ?,"Emmanuel Macron n’aurait jamais souhaité un joyeux Noël aux Français depuis son élection, selon un tweet devenu viral",https://www.20minutes.fr/politique/2682667-20191226-emmanuel-macron-vraiment-jamais-souhaite-joyeux-noel-francais-depuis-election,,le 26/12/19 à 15h36,le 26/12/19 à 15h36,Alexis Orsini,20minutes
686,Attention à cette fausse citation de Sibeth Ndiaye sur les « compétences » et « l’honnêteté »,"La porte-parole du gouvernement n'a jamais lancé : « Nous assumons les faits reprochés à M. Delevoye et à tous les autres, cependant, nous avons été élus pour nos compétences et non notre honnêteté », contrairement à ce qu'affirment plusieurs publications",https://www.20minutes.fr/politique/2680379-20191221-attention-fausse-citation-sibeth-ndiaye-competences-honnetete,Faux,le 21/12/19 à 17h45,le 21/12/19 à 17h45,M.Co.,20minutes
687,"Macron et les retraites, photo de migrants... Attention aux intox de la semaine",Soyez forts contre les fausses nouvelles,https://www.20minutes.fr/high-tech/2679819-20191221-macron-retraites-photo-migrants-attention-intox-semaine,Faux,le 21/12/19 à 11h35,le 21/12/19 à 11h35,M.Co.,20minutes
688,"Non, l’Education nationale ne fait pas appel à une « milice privée » pour empêcher les blocus lycéens","A en croire un post Facebook, l’académie de Créteil ferait appel à une « milice privée » pour empêcher les blocus de certains lycées par les élèves",https://www.20minutes.fr/societe/2679983-20191220-non-education-nationale-fait-appel-milice-privee-empecher-blocus-lyceens,Faux,le 20/12/19 à 18h44,le 24/12/19 à 15h03,Alexis Orsini,20minutes
689,La police a-t-elle lancé des grenades de désencerclement sur des pompiers qui manifestaient ?,"Une vidéo très visionnée sur Twitter prétend montrer des pompiers blessés par des grenades de désencerclement lancées par la police, lors de la manifestation du 17 décembre à Paris",https://www.20minutes.fr/societe/2679131-20191220-police-lance-grenades-desencerclement-pompiers-manifestaient,,le 20/12/19 à 18h27,le 20/12/19 à 18h27,Alexis Orsini,20minutes
690,"Réforme des retraites : Emmanuel Macron avait-il promis « le maintien de la retraite à 62 ans », comme l'avance Nicolas Dupont-Aignan ?","Le candidat d'En Marche! s'était engagé « à ne pas toucher à l'âge de départ à la retraite ». Le projet de réforme présenté par le gouvernement ne touche pas à l'âge légal de départ, mais introduit un âge pivot",https://www.20minutes.fr/politique/2678859-20191219-reforme-retraites-emmanuel-macron-promis-maintien-retraite-62-ans-comme-avance-nicolas-dupont-aignan,,le 19/12/19 à 18h08,le 19/12/19 à 18h08,Mathilde Cousin,20minutes
691,« Oh My Fake » : Pourquoi on a pu croire qu’une aide-soignante avait été interdite de grève à l’hôpital,Une lettre demandant à une aide-soignante de venir au travail a créé l’émoi,https://www.20minutes.fr/arts-stars/web/2678899-20191219-oh-my-fake-pourquoi-pu-croire-aide-soignante-interdite-greve-hopital,,le 19/12/19 à 16h36,le 19/06/20 à 16h02,Anne Kerloc'h,20minutes
692,PODCAST. « Minute Papillon ! » : Ce qui se cache derrière les chiffres sur les retraites en Suède,"Mathilde Cousin, journaliste « fact-checking », revient sur l'énoncé relayé par l'économiste Thomas Porcher selon lequel « 92 % des Suédoises et 72 % des Suédois ont eu une retraite plus faible avec le système à points »,",https://www.20minutes.fr/podcast/2678267-20191219-podcast-minute-papillon-reforme-retraites-suede-diable-details,,le 19/12/19 à 12h15,le 19/12/19 à 17h59,Anne-Laëtitia Béraud,20minutes
693,Une photo de victimes de torture détournée sur Facebook pour alerter sur la situation des migrants en Libye,"L’image, extraite d’un documentaire diffusé en 2014, est utilisée pour alerter sur la situation des migrants en Libye. Si l’image ne montre pas des hommes en Libye, les migrants y sont soumis à des traitements inhumains, rappelle l’ONU",https://www.20minutes.fr/monde/2678247-20191218-photo-victimes-torture-detournee-facebook-alerter-situation-migrants-libye,Faux,le 18/12/19 à 19h09,le 18/12/19 à 21h45,M.Co.,20minutes
694,VIDEO. Loup : Comment les scientifiques luttent contre les fake news sur cet animal mythique,"Le loup est un animal qui fascine autant qu’il inquiète. Sa présence sur une bonne partie du territoire français suscite de nombreuses fausses informations, inlassablement combattues par les experts de l’animal",https://www.20minutes.fr/planete/2650855-20191217-video-loup-comment-scientifiques-luttent-contre-fake-news-animal-mythique,Faux,le 17/12/19 à 10h45,le 17/12/19 à 11h06,Jean Saint-Marc,20minutes
695,"Non, cet homme ne s'est pas emporté contre le Coran",La vidéo d'un homme en colère sur un plateau de télévision a été détournée pour laisser penser que celui-ci s'emportait contre le Coran,https://www.20minutes.fr/monde/2676239-20191216-non-homme-emporte-contre-coran,Faux,le 16/12/19 à 18h13,le 16/12/19 à 18h14,20 Minutes,20minutes
696,"Tir de la police, retraite en Suède... Attention aux intox de la semaine",Soyez forts contre les fausses nouvelles,https://www.20minutes.fr/high-tech/2674527-20191214-tir-police-retraite-suede-attention-intox-semaine,Faux,le 14/12/19 à 11h35,le 14/12/19 à 11h35,A.O.,20minutes
697,"Strasbourg : Non, il n’y a pas d’attaque au couteau sur le campus","La rumeur d’une attaque au couteau sur le campus strasbourgeois s’est propagée sur les réseaux sociaux ce vendredi en début d’après-midi, la police assure que cette information est fausse",https://www.20minutes.fr/faits_divers/2674335-20191213-strasbourg-non-attaque-couteau-campus,Faux,le 13/12/19 à 16h54,le 13/12/19 à 16h54,G.V.,20minutes
698,92 % des Suédoises et 72 % des Suédois ont eu une retraite plus faible avec le système à points ? Attention à ces chiffres,"« En Suède, une étude montre que 92 % des femmes et 72 % des hommes ont eu une retraite plus faible avec le système des retraites à points (source : caisse des pensions suédoises, 2017) », a avancé l'économiste Thomas Porcher. « 20 Minutes » s'est penché sur cette étude",https://www.20minutes.fr/economie/2672423-20191212-92-suedoises-72-suedois-retraite-plus-faible-systeme-points-attention-chiffres,Faux,le 12/12/19 à 17h45,le 12/12/19 à 17h45,Mathilde Cousin,20minutes
699,"Grève du 10 décembre : Oui, un manifestant a bien été blessé à la tête par la police à Montpellier","Une vidéo virale, montrant un homme à la tête en sang, affirme qu'il a été blessé par un tir tendu lancé par des policiers le 10 décembre, à Montpellier (Hérault)",https://www.20minutes.fr/societe/2673387-20191212-greve-10-decembre-oui-manifestant-bien-blesse-tete-police-montpellier,vrai,le 12/12/19 à 17h45,le 26/12/19 à 10h11,Alexis Orsini,20minutes
700,« Oh My Fake » : Pourquoi chaque année on se laisse prendre à cette intox sur le « Black Friday » et l’esclavage,"En novembre, cette fausse info revient comme les bonnes affaires",https://www.20minutes.fr/arts-stars/web/2672595-20191212-oh-my-fake-pourquoi-chaque-annee-laisse-prendre-intox-black-friday-esclavage,Faux,le 12/12/19 à 12h35,le 19/06/20 à 16h03,Anne Kerloc'h,20minutes
701,PODCAST. « Minute Papillon ! » : « Fake news » expliquées par le neuroscientifique Albert Moukheiber,"Dans « Minute Papillon ! » aujourd’hui, Albert Moukheiber, docteur en neurosciences cognitives, explique les mécanismes qui poussent à croire de fausses informations",https://www.20minutes.fr/podcast/2671315-20191212-podcast-minute-papillon-fake-news-passe-cerveau-albert-moukheiber-neuroscientifique,Faux,le 12/12/19 à 12h15,le 12/12/19 à 15h27,Anne-Laëtitia Béraud,20minutes
702,"Grèves : Vu sur BFMTV, Alain marche bien 30 km jusqu’à chez lui à cause des blocages","Un reportage diffusé sur la chaîne suscite l’incrédulité de certains internautes, persuadés qu’il s’agit d’une intox",https://www.20minutes.fr/societe/2671591-20191210-greves-oui-bfmtv-bien-suivi-homme-parcourt-30-km-pied-rentrer-travail,,le 10/12/19 à 16h53,le 10/12/19 à 17h10,Alexis Orsini,20minutes
703,"Non, un policier de la BAC n'a pas brandi son arme de service sur des « gilets jaunes »","Une vidéo virale filmée pendant l'acte 56 des « gilets jaunes », ce samedi à Strasbourg, a alimenté les spéculations injustifiées sur la nature de l'objet brandi par un policier",https://www.20minutes.fr/societe/2670843-20191209-non-policier-bac-brandi-arme-service-gilets-jaunes,Faux,le 09/12/19 à 18h41,le 09/12/19 à 20h27,Alexis Orsini,20minutes
704,"Aide-soignante en grève, citation d'Emmanuel Macron...  Attention aux intox de la semaine",Soyez forts contre les fausses nouvelles,https://www.20minutes.fr/societe/2669015-20191207-aide-soignante-greve-citation-emmanuel-macron-attention-intox-semaine,Faux,le 07/12/19 à 11h35,le 13/12/19 à 15h33,M.Co.,20minutes
705,"Oui, un maire a bien exclu un enfant de la cantine scolaire parce qu’il refuse de manger de la viande","Sur Facebook, des parents accusent un maire d’avoir exclu leur enfant de huit ans de la cantine au motif qu’il refuse de manger de la viande",https://www.20minutes.fr/societe/2669027-20191206-oui-maire-bien-exclu-enfant-cantine-scolaire-parce-refuse-manger-viande,vrai,le 06/12/19 à 18h39,le 06/12/19 à 18h39,Alexis Orsini,20minutes
706,"Le numéro d'identification RIO des policiers, facultatif en mission de « maintien de l'ordre » ? C'est faux","Un policier a été filmé jeudi, soutenant qu’il n’avait pas besoin de porter ce numéro d’identification car il faisait « du maintien de l’ordre ». La loi, qui encadre le port de ce numéro, prévoit pourtant bien que celui-ci soit porté dans ce cas-là",https://www.20minutes.fr/societe/2668923-20191206-numero-identification-rio-policiers-facultatif-mission-maintien-ordre-faux,Faux,le 06/12/19 à 18h17,le 06/12/19 à 18h17,Mathilde Cousin,20minutes
707,"François Mitterrand a-t-il vraiment lancé : « Ils s’en prendront aux retraites, à la santé, à la sécurité sociale » ?","« Ils s’en prendront aux retraites, à la santé, à la Sécurité sociale, car ceux qui possèdent beaucoup veulent toujours posséder plus et les assurances privées attendent de faire main basse sur le pactole. » Cette phrase circule sur les réseaux sociaux, en écho à la grève du 5 décembre. Elle a été rapportée par Ségolène Royal",https://www.20minutes.fr/societe/2667711-20191205-francois-mitterrand-vraiment-lance-prendront-retraites-sante-securite-sociale,,le 05/12/19 à 15h21,le 05/12/19 à 15h21,Mathilde Cousin,20minutes
708,Attention à cette fausse citation d’Emmanuel Macron sur le budget des cadeaux de Noël,"A l’approche de Noël, une citation parodique attribuée à Emmanuel Macron est prise au sérieux par certains internautes",https://www.20minutes.fr/politique/2667719-20191205-attention-fausse-citation-emmanuel-macron-budget-cadeaux-noel,Faux,le 05/12/19 à 11h25,le 05/12/19 à 11h25,A.O.,20minutes
709,« Oh My Fake » : Pourquoi on peut croire à cette fausse citation d’Agnès Buzyn (et de Gandhi et de…),"Chaque semaine, Clémence pour « OMF Oh my Fake » vous aide à ne pas tomber dans le piège des fake news",https://www.20minutes.fr/societe/2667663-20191205-oh-my-fake-pourquoi-peut-croire-fausse-citation-agnes-buzyn-gandhi,Faux,le 05/12/19 à 11h07,le 19/06/20 à 16h04,Anne Kerloc'h,20minutes
710,"Oui, la police comptait bien déployer des lanceurs d'eau empruntés aux pompiers le 5 décembre (avant de faire machine arrière)",Un syndicat de police affirme que la préfecture de Paris va recourir à des lanceurs d'eau utilisés par les pompiers pour assurer le maintien de l'ordre le 5 décembre,https://www.20minutes.fr/high-tech/2667275-20191205-oui-prefecture-police-va-bien-emprunter-lanceurs-eau-pompiers-manifestation-5-decembre-paris,vrai,le 05/12/19 à 08h05,le 05/12/19 à 12h53,Alexis Orsini,20minutes
711,Un hôpital a-t-il menacé une aide-soignante pour la dissuader de faire grève ?,Un courrier relayé sur Twitter prétend montrer l’atteinte au droit de grève d’une aide-soignante faite par la direction d’un centre hospitalier,https://www.20minutes.fr/societe/2666211-20191203-hopital-menace-aide-soignante-dissuader-faire-greve,,le 03/12/19 à 18h52,le 03/12/19 à 18h52,Alexis Orsini,20minutes
712,Ce que l’on sait de la vidéo montrant des policiers s’attaquant à l’entrée d’un édifice,"Filmées par une caméra de surveillance, trois personnes vêtues d’uniformes de police s’en prennent à l’entrée d’un bâtiment. Des internautes ont pensé y voir des policiers français. Il s’agit très vraisemblablement de policiers iraniens",https://www.20minutes.fr/monde/2666131-20191203-sait-video-montrant-policiers-attaquant-entree-edifice,,le 03/12/19 à 17h27,le 03/12/19 à 17h27,Mathilde Cousin,20minutes
713,"Non, cette vidéo ne montre pas un Ouïghour victime de la répression en Chine","Les images d'un homme passé à tabac sont devenues virales. Elles ne montrent pas un Ouïghour dans un « camp d'éducation » en Chine, contrairement à la légende qui les accompagne",https://www.20minutes.fr/monde/2665167-20191202-non-video-montre-ouighour-victime-repression-chine,Faux,le 02/12/19 à 15h58,le 03/12/19 à 15h49,Mathilde Cousin,20minutes
